Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775311618,10,,Aggregated,9.800000,0.000000,240,250,270,340,750,930,1100,1100,1300,1300,1300,165,0,240,338.29967939399825,225.00530000252184,1294.2667000024812,203.0848484848485
1775311619,10,,Aggregated,9.500000,0.000000,240,250,270,340,680,930,1100,1100,1300,1300,1300,179,0,240,331.97694469282146,225.00530000252184,1294.2667000024812,203.15642458100558
1775311620,10,,Aggregated,9.600000,0.000000,240,250,270,340,680,930,1100,1100,1300,1300,1300,185,0,240,331.67021837847693,225.00530000252184,1294.2667000024812,203.18378378378378
1775311621,10,,Aggregated,9.500000,0.000000,240,250,270,320,660,930,1100,1100,1300,1300,1300,197,0,240,328.9036908631138,225.00530000252184,1294.2667000024812,201.7005076142132
1775311622,10,,Aggregated,9.800000,0.000000,240,250,270,320,590,930,1000,1100,1300,1300,1300,206,0,240,325.6894873788377,225.00530000252184,1294.2667000024812,202.53398058252426
1775311623,10,,Aggregated,9.100000,0.000000,240,250,270,320,590,930,1000,1100,1300,1300,1300,219,0,240,323.3698611874301,225.00530000252184,1294.2667000024812,203.31050228310502
1775311624,10,,Aggregated,9.800000,0.000000,240,250,270,320,590,910,1000,1100,1300,1300,1300,225,0,240,324.1820142224444,225.00530000252184,1294.2667000024812,203.32888888888888
1775311625,10,,Aggregated,9.600000,0.000000,240,250,260,320,550,910,1000,1100,1300,1300,1300,233,0,240,322.29727038649855,225.00530000252184,1294.2667000024812,202.05579399141632
1775311626,10,,Aggregated,9.600000,0.000000,240,250,270,340,590,900,1000,1100,1300,1300,1300,244,0,240,323.17263114773743,225.00530000252184,1294.2667000024812,202.7622950819672
1775311627,10,,Aggregated,9.800000,0.000000,240,250,290,340,590,900,980,1100,1300,1300,1300,251,0,240,324.520093227335,225.00530000252184,1294.2667000024812,203.398406374502
1775311628,10,,Aggregated,9.600000,0.000000,240,250,300,340,570,860,980,1100,1300,1300,1300,261,0,240,325.42502988530504,225.00530000252184,1294.2667000024812,202.26436781609195
1775311629,10,,Aggregated,9.500000,0.000000,240,250,300,350,570,860,980,1100,1300,1300,1300,269,0,240,325.6667962827779,225.00530000252184,1294.2667000024812,202.31598513011153
1775311630,10,,Aggregated,9.300000,0.000000,240,250,300,340,570,860,980,1100,1300,1300,1300,278,0,240,323.81404388515153,225.00530000252184,1294.2667000024812,201.8273381294964
1775311631,10,,Aggregated,9.500000,0.000000,240,250,310,370,620,910,1100,1300,1500,1500,1500,286,0,240,336.4515017485399,225.00530000252184,1539.1756000026362,202.94405594405595
1775311632,10,,Aggregated,9.200000,0.000000,240,260,320,380,630,910,1100,1300,1500,1500,1500,293,0,240,338.3972303756942,225.00530000252184,1539.1756000026362,202.45392491467578
1775311633,10,,Aggregated,9.300000,0.000000,240,260,330,380,630,910,1100,1300,1500,1500,1500,304,0,240,342.4113595397342,225.00530000252184,1539.1756000026362,203.0065789473684
1775311634,10,,Aggregated,8.600000,0.000000,250,260,340,400,640,930,1100,1400,2000,2000,2000,310,0,240,348.0911116131709,225.00530000252184,2023.5193000044092,202.05161290322582
1775311635,10,,Aggregated,8.900000,0.000000,250,260,340,400,660,930,1100,1400,2000,2000,2000,317,0,250,351.6471485807426,225.00530000252184,2023.5193000044092,201.61829652996846
1775311636,10,,Aggregated,8.500000,0.000000,250,260,340,410,680,930,1300,1500,2700,2700,2700,324,0,250,360.5293469138781,225.00530000252184,2743.461500002013,203.0679012345679
1775311637,10,,Aggregated,8.300000,0.000000,250,260,360,430,680,930,1300,1500,3000,3000,3000,334,0,250,369.36699730567796,225.00530000252184,2998.6359999966226,203.09580838323353
1775311638,10,,Aggregated,8.200000,0.000000,250,260,360,430,690,940,1500,2000,3000,3000,3000,341,0,250,376.2230319650992,225.00530000252184,2998.6359999966226,203.55718475073314
1775311639,10,,Aggregated,8.000000,0.000000,250,270,360,420,690,940,1500,2000,3000,3000,3000,348,0,250,374.5380787359477,225.00530000252184,2998.6359999966226,203.132183908046
1775311640,10,,Aggregated,8.200000,0.000000,250,260,340,410,680,940,1400,2000,3000,3000,3000,357,0,250,371.4698991599955,225.00530000252184,2998.6359999966226,203.57703081232492
1775311641,10,,Aggregated,7.800000,0.000000,250,270,350,410,680,940,1500,2200,3100,3100,3100,368,0,250,377.0869152177392,225.00530000252184,3053.457400004845,203.17934782608697
1775311642,10,,Aggregated,7.800000,0.000000,250,260,340,410,680,940,1500,2200,3100,3100,3100,376,0,250,374.33012500034545,225.00530000252184,3053.457400004845,203.1968085106383
1775311643,10,,Aggregated,7.800000,0.000000,250,260,340,400,670,930,1500,2200,3100,3100,3100,389,0,250,370.21269742962454,225.00530000252184,3053.457400004845,203.61182519280206
1775311644,10,,Aggregated,8.400000,0.000000,240,260,340,390,660,930,1500,2200,3100,3100,3100,395,0,240,368.06180936737866,225.00530000252184,3053.457400004845,203.61772151898734
1775311645,10,,Aggregated,8.300000,0.000000,240,260,330,390,670,930,1400,2000,3100,3100,3100,409,0,240,366.2040484110295,225.00530000252184,3053.457400004845,203.63080684596576
1775311646,10,,Aggregated,8.700000,0.000000,240,260,330,390,660,930,1400,2000,3100,3100,3100,415,0,240,364.93000674727006,225.00530000252184,3053.457400004845,203.63614457831326
1775311647,10,,Aggregated,8.500000,0.000000,240,260,330,390,660,930,1400,2000,3100,3100,3100,426,0,240,363.188440375835,225.00530000252184,3053.457400004845,203.29107981220656
1775311648,10,,Aggregated,9.000000,0.000000,240,260,330,390,650,930,1400,2000,3100,3100,3100,439,0,240,360.5047189068546,225.00530000252184,3053.457400004845,203.65603644646924
1775311649,10,,Aggregated,9.200000,0.000000,240,260,320,390,640,910,1400,2000,3100,3100,3100,447,0,240,358.6094170025105,225.00530000252184,3053.457400004845,202.98657718120805
1775311650,10,,Aggregated,9.400000,0.000000,240,260,320,390,630,910,1300,2000,3100,3100,3100,457,0,240,357.61461772455584,225.00530000252184,3053.457400004845,203.66958424507658
1775311651,10,,Aggregated,9.600000,0.000000,240,260,320,390,630,900,1300,2000,3100,3100,3100,468,0,240,356.2163570515358,225.00530000252184,3053.457400004845,203.35470085470087
